Date/Time,Time Interval (Seconds),0A0,0A1,0A2,0A3
2018-06-07 14:33:23:852355,85.1013,16657,18456,13860,27184
2018-06-07 14:33:23:952832,85.2045,14872,2003,17422,13434
2018-06-07 14:33:24:052330,85.3013,17886,17254,10888,16511
2018-06-07 14:33:24:152622,85.4017,27869,24487,23266,17228
2018-06-07 14:33:24:251833,85.5007,16361,29194,16477,30654
2018-06-07 14:33:24:352127,85.6009,2662,10021,4086,27111
2018-06-07 14:33:24:453032,85.7026,4658,12008,6809,13974
2018-06-07 14:33:24:552093,85.8012,2549,22314,32496,29007
2018-06-07 14:33:24:652609,85.9023,11897,27790,26045,30455
2018-06-07 14:33:24:754205,86.0039,12664,29912,28844,1977
2018-06-07 14:33:24:851933,86.101,18330,32170,26216,29484
2018-06-07 14:33:24:952096,86.2011,23264,3433,23355,5505
2018-06-07 14:33:25:052015,86.3013,16289,7905,22107,15897
2018-06-07 14:33:25:156527,86.4075,6703,9221,30644,16726
2018-06-07 14:33:25:253784,86.5039,15703,17018,5355,20413
2018-06-07 14:33:25:353052,86.6021,13720,14308,9767,20211
2018-06-07 14:33:25:452311,86.7011,29734,6506,26508,1236
2018-06-07 14:33:25:551798,86.8008,25472,3093,32375,15419
2018-06-07 14:33:25:652434,86.9019,6961,3634,32545,31821
2018-06-07 14:33:25:752373,87.0014,1638,2144,2503,7539
2018-06-07 14:33:25:852637,87.1016,30792,20729,13377,1183
2018-06-07 14:33:25:952515,87.2013,2764,30671,22765,18731
2018-06-07 14:33:26:051756,87.3008,12769,22862,4417,19034
2018-06-07 14:33:26:151910,87.4009,5070,27174,5264,24964
2018-06-07 14:33:26:252684,87.5017,23371,20206,14822,2105
2018-06-07 14:33:26:356906,87.6063,19680,15504,30827,24403
2018-06-07 14:33:26:453115,87.7021,29138,5585,31257,19078
2018-06-07 14:33:26:552442,87.8019,32368,16911,27489,25498
2018-06-07 14:33:26:653139,87.9028,2744,1007,13690,23033
2018-06-07 14:33:26:752269,88.0014,31788,23564,13407,29231
2018-06-07 14:33:26:852533,88.1018,15040,6902,30060,19889
2018-06-07 14:33:26:952186,88.2011,10341,16630,25006,12891
2018-06-07 14:33:27:055529,88.3049,18685,19048,29758,14718
2018-06-07 14:33:27:153617,88.4032,968,9600,16548,12228
2018-06-07 14:33:27:251659,88.5007,30164,7692,25031,20856
2018-06-07 14:33:27:352122,88.6009,17898,14795,10356,13857
2018-06-07 14:33:27:452385,88.7012,4562,16581,3109,10333
2018-06-07 14:33:27:551447,88.8003,15994,31608,23901,2382
2018-06-07 14:33:27:652516,88.9019,10193,27916,28541,11260
2018-06-07 14:33:27:752735,89.0028,4777,12131,29693,30537
2018-06-07 14:33:27:853441,89.1033,1430,29579,5313,31730
2018-06-07 14:33:27:952930,89.2018,8973,9206,14696,9073
2018-06-07 14:33:28:055165,89.305,31933,25751,26435,3921
2018-06-07 14:33:28:152421,89.4017,12391,25998,23000,19355
2018-06-07 14:33:28:251682,89.5005,4208,17099,7193,7437
2018-06-07 14:33:28:352952,89.6033,6259,8886,25660,21511
2018-06-07 14:33:28:453143,89.7035,12730,22855,11984,6875
2018-06-07 14:33:28:552402,89.8012,4589,17513,20530,16624
2018-06-07 14:33:28:651656,89.9007,30677,30619,21866,25479
2018-06-07 14:33:28:752469,90.0016,15650,22817,27353,9583
2018-06-07 14:33:28:852532,90.1025,6594,1316,13601,11657
2018-06-07 14:33:28:954076,90.2043,22656,22403,709,3853
2018-06-07 14:33:29:052702,90.3028,23912,30089,12859,2801
2018-06-07 14:33:29:152916,90.4024,25136,24693,12907,25007
2018-06-07 14:33:29:252673,90.5021,16443,21037,5152,16769
2018-06-07 14:33:29:353817,90.6027,32437,23460,6584,13679
2018-06-07 14:33:29:452592,90.7033,13395,14407,22909,9710
2018-06-07 14:33:29:552025,90.801,15835,31354,29422,27612
2018-06-07 14:33:29:652291,90.903,27206,11132,8127,19960
2018-06-07 14:33:29:752220,91.0011,24398,17230,1840,15209
2018-06-07 14:33:29:852358,91.1025,3227,6508,21584,10700
2018-06-07 14:33:29:955250,91.2057,13951,384,31323,20383
2018-06-07 14:33:30:052504,91.3014,6250,392,6214,14805
2018-06-07 14:33:30:152293,91.4011,27509,14404,4223,18637
2018-06-07 14:33:30:252234,91.5012,1381,855,10111,19425
2018-06-07 14:33:30:352240,91.6013,28593,1955,31446,31503
2018-06-07 14:33:30:451933,91.7033,15846,2676,22753,28911
2018-06-07 14:33:30:551672,91.8013,17883,24671,22136,31142
2018-06-07 14:33:30:652013,91.9012,6088,553,32011,2579
2018-06-07 14:33:30:752257,92.0013,21181,18125,6711,20767
2018-06-07 14:33:30:852099,92.1012,1788,20632,19703,1195
2018-06-07 14:33:30:953249,92.203,283,11023,10245,14433
2018-06-07 14:33:31:052511,92.3022,14318,10323,30487,26565
2018-06-07 14:33:31:152939,92.4019,21976,26092,3690,6181
2018-06-07 14:33:31:252168,92.5012,1972,10492,6579,5353
2018-06-07 14:33:31:352494,92.6015,24715,15043,160,10749
2018-06-07 14:33:31:453238,92.7033,8910,14095,24909,6422
2018-06-07 14:33:31:552497,92.8013,23217,9412,10523,4866
2018-06-07 14:33:31:652795,92.9016,21437,18917,8172,12614
2018-06-07 14:33:31:752767,93.0021,13692,31397,2307,19336
2018-06-07 14:33:31:852067,93.101,7572,23627,10123,3681
2018-06-07 14:33:31:952386,93.2015,16679,5383,8347,15157
2018-06-07 14:33:32:052652,93.3014,31820,27041,16448,18842
2018-06-07 14:33:32:151437,93.4003,14944,5256,29210,2023
2018-06-07 14:33:32:251699,93.5005,8520,20782,8862,26256
2018-06-07 14:33:32:352237,93.6011,21512,31066,27228,29997
2018-06-07 14:33:32:452203,93.7045,14729,807,20321,30309
2018-06-07 14:33:32:552456,93.8014,25815,6666,17356,27562
2018-06-07 14:33:32:653022,93.9021,25157,22581,27211,21040
2018-06-07 14:33:32:751887,94.0009,29619,30547,22008,5274
2018-06-07 14:33:32:852706,94.1017,3744,19731,19741,32238
2018-06-07 14:33:32:952400,94.2028,12179,23556,29681,32222
2018-06-07 14:33:33:053972,94.3036,9397,11251,4017,9585
2018-06-07 14:33:33:152232,94.4015,30699,28429,1794,836
2018-06-07 14:33:33:252503,94.5015,6387,13704,30485,13422
2018-06-07 14:33:33:352633,94.6015,32408,9990,32221,32045
2018-06-07 14:33:33:451882,94.7008,13516,27141,21933,1044
2018-06-07 14:33:33:552546,94.8044,4830,13501,18071,26684
2018-06-07 14:33:33:652108,94.9013,6963,32553,1481,31656
2018-06-07 14:33:33:751567,95.0005,30975,27094,16793,1761
2018-06-07 14:33:33:852832,95.1017,11419,28268,16941,19907
2018-06-07 14:33:33:952464,95.202,5172,8228,22137,32643
2018-06-07 14:33:34:054281,95.3054,12354,26884,9943,28454
2018-06-07 14:33:34:152540,95.4018,13049,5428,12904,21905
2018-06-07 14:33:34:252991,95.5041,3496,7897,14922,26902
2018-06-07 14:33:34:352461,95.6024,27411,25453,5172,15245
2018-06-07 14:33:34:451584,95.7005,30555,13970,7154,304
2018-06-07 14:33:34:552897,95.8036,12679,14990,22623,18346
2018-06-07 14:33:34:654163,95.9034,7704,1124,9108,11698
2018-06-07 14:33:34:752424,96.0012,23466,2867,17531,19066
2018-06-07 14:33:34:851686,96.1005,27251,5857,26145,25022
2018-06-07 14:33:34:952823,96.2035,9459,10769,17134,13968
2018-06-07 14:33:35:052045,96.3012,17245,27089,26661,3856
2018-06-07 14:33:35:151744,96.4008,2087,2816,29176,30003
2018-06-07 14:33:35:252889,96.5017,18132,17341,1316,20189
2018-06-07 14:33:35:352405,96.6015,27659,3828,18456,26994
2018-06-07 14:33:35:451969,96.7025,26328,10342,26196,22445
2018-06-07 14:33:35:552452,96.8017,15018,5488,18220,25513
2018-06-07 14:33:35:652717,96.9016,22006,5697,5228,8915
2018-06-07 14:33:35:752985,97.0018,4324,9926,12267,9338
2018-06-07 14:33:35:853181,97.102,29389,13817,3383,3786
2018-06-07 14:33:35:953882,97.205,20578,28535,3855,26487
2018-06-07 14:33:36:052437,97.3015,24584,24335,28399,27380
2018-06-07 14:33:36:152052,97.4019,495,10833,26310,23547
2018-06-07 14:33:36:252486,97.5014,29041,12652,10100,24777
2018-06-07 14:33:36:352753,97.602,11577,10736,6437,30165
2018-06-07 14:33:36:452343,97.7012,3770,3202,31479,677
2018-06-07 14:33:36:552800,97.8021,28118,19079,3613,30920
2018-06-07 14:33:36:651876,97.9009,22075,31693,30428,7811
2018-06-07 14:33:36:752627,98.0019,29905,2340,15264,23805
2018-06-07 14:33:36:852108,98.1011,31365,32081,13195,14512
2018-06-07 14:33:36:952375,98.2024,9099,4291,8727,4541
2018-06-07 14:33:37:053642,98.3063,2940,20999,27561,25454
2018-06-07 14:33:37:152934,98.4017,6226,13585,26881,8853
2018-06-07 14:33:37:252226,98.5017,31296,7068,1587,23969
2018-06-07 14:33:37:351778,98.6007,3664,9030,14127,30525
2018-06-07 14:33:37:453047,98.7027,20394,16546,1537,7039
2018-06-07 14:33:37:551569,98.8004,21879,15450,22376,16517
2018-06-07 14:33:37:652268,98.9016,310,18191,10348,9141
2018-06-07 14:33:37:752530,99.0015,23303,10445,8477,12679
2018-06-07 14:33:37:852368,99.1012,26992,1903,1721,30599
2018-06-07 14:33:37:951604,99.2004,6451,29656,2788,10031
2018-06-07 14:33:38:052842,99.3018,25660,1740,13861,5283
2018-06-07 14:33:38:154156,99.4031,9292,13340,14206,10081
2018-06-07 14:33:38:253422,99.5034,8339,2405,367,23048
2018-06-07 14:33:38:352739,99.6032,32217,6675,10457,32562
2018-06-07 14:33:38:452935,99.7022,2345,32308,10195,32523
2018-06-07 14:33:38:553205,99.8032,15718,24371,9017,13682
2018-06-07 14:33:38:652462,99.9014,31714,26602,457,605
2018-06-07 14:33:38:754142,100.0038,13899,31541,1580,3510
2018-06-07 14:33:38:852606,100.1018,28881,6951,2297,31803
2018-06-07 14:33:38:951931,100.2011,6099,17704,13112,31224
2018-06-07 14:33:39:052377,100.3016,10431,11910,21548,26183
2018-06-07 14:33:39:152580,100.4026,26067,27296,14096,31490
2018-06-07 14:33:39:257858,100.5071,2091,30828,2579,12929
2018-06-07 14:33:39:352839,100.6016,12674,2118,27982,10704
2018-06-07 14:33:39:453107,100.7019,16580,24667,11227,10123
2018-06-07 14:33:39:552658,100.8023,6861,4872,31678,5569
2018-06-07 14:33:39:651967,100.9021,18477,12399,15257,8377
2018-06-07 14:33:39:752230,101.0011,23862,555,21680,26507
2018-06-07 14:33:39:856847,101.1063,21888,8162,6359,16260
2018-06-07 14:33:39:952360,101.2017,30430,4496,23624,9539
2018-06-07 14:33:40:052329,101.3031,13272,30700,11623,25756
2018-06-07 14:33:40:152239,101.4011,31686,2127,20582,12821
2018-06-07 14:33:40:253047,101.5022,28807,17767,27820,26606
2018-06-07 14:33:40:377598,101.6266,31057,4114,18355,14565
2018-06-07 14:33:40:452864,101.7018,28836,5753,29286,3617
2018-06-07 14:33:40:553211,101.8023,31473,31694,4577,20628
2018-06-07 14:33:40:652121,101.9019,11211,19244,7761,10432
2018-06-07 14:33:40:752394,102.0014,23358,18809,10134,18724
2018-06-07 14:33:40:852507,102.1027,11382,8856,29901,2584
2018-06-07 14:33:40:952770,102.2016,21864,30025,3093,21797
2018-06-07 14:33:41:052247,102.3011,18326,2853,9419,2042
2018-06-07 14:33:41:152105,102.4013,30780,17480,12711,2348
2018-06-07 14:33:41:252177,102.5011,20044,20271,27871,24874
2018-06-07 14:33:41:352091,102.6034,4677,15835,3043,23401
2018-06-07 14:33:41:452348,102.7018,31585,31158,11614,1511
2018-06-07 14:33:41:552468,102.8015,229,15562,6331,13146
2018-06-07 14:33:41:653217,102.9022,5021,17096,1834,22449
2018-06-07 14:33:41:752409,103.0016,27210,29536,8161,25941
2018-06-07 14:33:41:852674,103.1015,2731,4830,20818,15569
2018-06-07 14:33:41:951322,103.2001,5431,22404,15197,26122
2018-06-07 14:33:42:052257,103.3012,14956,15906,25432,32215
2018-06-07 14:33:42:153140,103.4024,2878,24504,4359,25198
2018-06-07 14:33:42:253410,103.503,8280,30958,21771,15404
2018-06-07 14:33:42:352668,103.6017,20906,6510,27755,7800
2018-06-07 14:33:42:452939,103.7017,3675,23487,14844,30811
2018-06-07 14:33:42:572252,103.821,28271,23884,4775,4695
2018-06-07 14:33:42:651463,103.9003,19323,18665,1036,22452
2018-06-07 14:33:42:751731,104.0006,18101,31355,10723,2073
2018-06-07 14:33:42:852946,104.1018,29371,30795,16154,27598
2018-06-07 14:33:42:952452,104.2015,26728,11900,11854,19577
2018-06-07 14:33:43:052976,104.3025,7158,17905,3155,29794
2018-06-07 14:33:43:152237,104.401,24456,18992,10788,4418
2018-06-07 14:33:43:252056,104.5011,14010,25468,11531,5399
2018-06-07 14:33:43:351786,104.6008,12751,10547,4476,8533
2018-06-07 14:33:43:451759,104.7009,27059,10843,13976,8862
2018-06-07 14:33:43:552023,104.8008,29155,13466,15187,17311
2018-06-07 14:33:43:652053,104.9015,11130,16971,10492,23499
2018-06-07 14:33:43:752323,105.0031,3258,1543,3460,26191
2018-06-07 14:33:43:852585,105.1014,14477,3595,18088,9158
2018-06-07 14:33:43:953560,105.2032,28765,7727,16062,25627
2018-06-07 14:33:44:052540,105.302,31302,850,14373,23476
2018-06-07 14:33:44:152803,105.4018,1630,30697,1882,30424
2018-06-07 14:33:44:253068,105.5019,27502,2553,26772,13940
2018-06-07 14:33:44:352101,105.601,23815,804,559,8993
2018-06-07 14:33:44:452008,105.7012,9639,1844,12885,7786
2018-06-07 14:33:44:554269,105.8039,10449,14318,10375,2789
2018-06-07 14:33:44:652639,105.9014,26585,5051,4099,31374
2018-06-07 14:33:44:752422,106.0022,15618,27391,11815,739
2018-06-07 14:33:44:851952,106.1011,3152,16836,5274,3832
2018-06-07 14:33:44:953417,106.2025,31797,22073,21735,2348
2018-06-07 14:33:45:052644,106.3033,27343,29184,20774,9491
2018-06-07 14:33:45:152684,106.4015,6642,28053,16100,17300
2018-06-07 14:33:45:253003,106.5018,18567,9890,29249,8812
2018-06-07 14:33:45:352288,106.6016,10481,10504,16651,10592
2018-06-07 14:33:45:452212,106.7012,22675,30867,21948,22552
2018-06-07 14:33:45:552033,106.8016,838,23418,11358,9108
2018-06-07 14:33:45:652301,106.9013,23873,8163,30869,23375
2018-06-07 14:33:45:751570,107.0005,11294,23616,23698,6169
2018-06-07 14:33:45:852570,107.1014,25971,5427,32504,18125
2018-06-07 14:33:45:952917,107.2027,28469,27810,17319,2627
2018-06-07 14:33:46:052180,107.301,3104,25967,20064,14200
2018-06-07 14:33:46:152445,107.4013,28641,19483,21813,21622
2018-06-07 14:33:46:252617,107.5016,31780,3831,2030,21379
2018-06-07 14:33:46:352057,107.6012,2631,5604,14995,6341
2018-06-07 14:33:46:452030,107.701,3389,19805,26476,24462
2018-06-07 14:33:46:554833,107.8042,25472,3849,30819,18623
2018-06-07 14:33:46:652086,107.9009,26720,18850,9860,23763
2018-06-07 14:33:46:752031,108.0012,9619,17588,22997,14128
2018-06-07 14:33:46:852297,108.1013,3872,19589,26547,2603
2018-06-07 14:33:46:952716,108.2015,24181,7965,4178,15359
2018-06-07 14:33:47:052433,108.3014,24636,15685,4696,9965
2018-06-07 14:33:47:152314,108.402,31537,15788,8089,17086
2018-06-07 14:33:47:252571,108.5014,21997,9366,585,11728
2018-06-07 14:33:47:352833,108.6017,15455,4222,17278,4918
2018-06-07 14:33:47:452826,108.7017,20443,9417,9266,32294
2018-06-07 14:33:47:552735,108.8016,12706,23565,31494,22263
2018-06-07 14:33:47:652721,108.9022,25920,16908,31714,10454
2018-06-07 14:33:47:752375,109.0012,26678,19845,5173,27456
2018-06-07 14:33:47:852416,109.1014,11239,9580,25587,21339
2018-06-07 14:33:47:952697,109.2027,14419,25754,12903,10176
2018-06-07 14:33:48:052149,109.3011,19395,27889,20308,10578
2018-06-07 14:33:48:152867,109.4018,27804,27831,16221,18957
2018-06-07 14:33:48:252372,109.5013,13999,14280,28382,19122
2018-06-07 14:33:48:352650,109.6018,12449,18986,2082,17532
2018-06-07 14:33:48:451930,109.7008,13405,18526,4042,8054
2018-06-07 14:33:48:552120,109.8014,4270,29009,25673,762
2018-06-07 14:33:48:652379,109.9016,23171,25830,14785,7153
2018-06-07 14:33:48:756655,110.0064,29160,27646,4951,11073
2018-06-07 14:33:48:852910,110.1017,19848,32105,27214,21383
2018-06-07 14:33:48:952817,110.2016,22266,3675,24543,28495
2018-06-07 14:33:49:052574,110.3019,8841,28069,31370,20467
2018-06-07 14:33:49:151838,110.4007,13047,28693,10225,10043
2018-06-07 14:33:49:252300,110.5011,19890,12824,7314,21446
2018-06-07 14:33:49:354575,110.6039,18296,29505,27630,6197
2018-06-07 14:33:49:451832,110.7006,7689,20180,26062,23875
2018-06-07 14:33:49:552642,110.8015,11794,18927,2970,9769
2018-06-07 14:33:49:652254,110.9013,23287,300,880,23526
2018-06-07 14:33:49:754527,111.004,9640,7733,32408,130
2018-06-07 14:33:49:851787,111.1011,27869,25820,24513,1621
2018-06-07 14:33:49:953056,111.2019,9132,6712,5430,8121
2018-06-07 14:33:50:052321,111.3014,30598,4495,20814,28957
2018-06-07 14:33:50:156846,111.4065,21873,12968,14477,20057
2018-06-07 14:33:50:252122,111.501,19034,12111,4957,15245
2018-06-07 14:33:50:352361,111.6011,3680,30391,14545,13094
2018-06-07 14:33:50:452547,111.7014,16480,15861,15393,3020
2018-06-07 14:33:50:552431,111.8013,30091,847,27178,8618
2018-06-07 14:33:50:652536,111.9016,24022,1333,13293,17398
2018-06-07 14:33:50:751869,112.0009,4788,26053,441,11665
2018-06-07 14:33:50:856800,112.1065,16270,10634,22125,17570
2018-06-07 14:33:50:952898,112.2018,11691,17325,9102,26958
2018-06-07 14:33:51:052027,112.3008,7782,15593,20261,11956
2018-06-07 14:33:51:151870,112.4009,10751,7611,4057,2741
2018-06-07 14:33:51:252194,112.5033,8404,10078,25445,17405
2018-06-07 14:33:51:353462,112.6024,31284,8978,20338,11025
2018-06-07 14:33:51:451681,112.7006,3824,21794,18958,17919
2018-06-07 14:33:51:552360,112.8013,5365,19221,22453,11004
2018-06-07 14:33:51:652616,112.903,22803,18646,6027,5952
2018-06-07 14:33:51:752882,113.0017,24864,12685,11685,19128
2018-06-07 14:33:51:852145,113.1009,703,13821,24884,9129
2018-06-07 14:33:51:952544,113.2036,8315,16317,31650,26207
2018-06-07 14:33:52:054813,113.3038,24453,1777,1237,5151
2018-06-07 14:33:52:152643,113.4016,24585,28833,31082,32446
2018-06-07 14:33:52:253061,113.5022,30776,6932,9300,29436
2018-06-07 14:33:52:351933,113.6009,27510,3883,1419,17118
2018-06-07 14:33:52:452457,113.7013,23731,23311,29625,11390
2018-06-07 14:33:52:552602,113.8018,24083,25967,16057,23194
2018-06-07 14:33:52:651902,113.901,27073,4183,3507,20191
2018-06-07 14:33:52:752906,114.0018,19027,26679,18402,30641
2018-06-07 14:33:52:851397,114.1009,5829,25030,12406,25194
2018-06-07 14:33:52:953244,114.2027,7353,5513,3252,16531
2018-06-07 14:33:53:052505,114.3013,5755,2144,24146,5231
2018-06-07 14:33:53:151771,114.4006,23362,4845,29963,4423
2018-06-07 14:33:53:252649,114.5015,30814,24721,16441,20899
2018-06-07 14:33:53:351963,114.6019,19140,21790,21533,25844
2018-06-07 14:33:53:452642,114.7016,7125,26271,8828,29274
2018-06-07 14:33:53:552658,114.8023,10921,20122,24153,16038
2018-06-07 14:33:53:652046,114.9011,401,7710,1008,9229
2018-06-07 14:33:53:752908,115.0028,29795,26801,1131,15570
2018-06-07 14:33:53:852385,115.1014,23248,19766,24848,219
2018-06-07 14:33:53:952719,115.2017,5391,13318,21740,17855
2018-06-07 14:33:54:052126,115.303,6171,2506,25160,6986
2018-06-07 14:33:54:152389,115.4012,4273,29382,18716,5716
2018-06-07 14:33:54:252520,115.5014,31403,19440,30362,2678
2018-06-07 14:33:54:353295,115.6023,25639,27136,31329,20398
2018-06-07 14:33:54:452944,115.702,23197,3790,18578,6321
2018-06-07 14:33:54:552413,115.8014,30854,24941,899,22698
2018-06-07 14:33:54:652680,115.9015,18380,5434,28945,24600
2018-06-07 14:33:54:752037,116.0009,17665,13972,27302,25581
2018-06-07 14:33:54:852614,116.1018,15019,4966,20921,30230
2018-06-07 14:33:54:952715,116.2017,15261,21048,18853,15296
2018-06-07 14:33:55:052508,116.3017,17463,14936,14225,19307
2018-06-07 14:33:55:152772,116.4016,30147,2509,9388,32017
2018-06-07 14:33:55:253124,116.5019,26056,5244,20171,27148
2018-06-07 14:33:55:352925,116.6018,3800,30364,3583,17662
2018-06-07 14:33:55:451417,116.7007,21271,29742,17377,14285
2018-06-07 14:33:55:552445,116.8015,13780,11690,22888,4821
2018-06-07 14:33:55:651670,116.9007,1506,30171,6809,29732
2018-06-07 14:33:55:752879,117.0019,6743,8469,24346,32396
2018-06-07 14:33:55:852163,117.1015,21167,15629,7864,924
2018-06-07 14:33:55:953069,117.2021,30128,9837,20773,30562
2018-06-07 14:33:56:052218,117.3012,27682,3889,9435,18155
2018-06-07 14:33:56:152505,117.4016,19267,19817,29245,23068
2018-06-07 14:33:56:252746,117.5015,22522,10780,29454,21654
2018-06-07 14:33:56:352794,117.6016,32057,15465,11302,4165
2018-06-07 14:33:56:452222,117.7019,18596,30750,3530,32751
2018-06-07 14:33:56:552526,117.8015,15731,20819,27104,6870
2018-06-07 14:33:56:652644,117.9016,5055,10327,30642,29715
2018-06-07 14:33:56:752558,118.0017,6666,23612,13675,5848
2018-06-07 14:33:56:852358,118.1019,29609,19352,19122,1801
2018-06-07 14:33:56:951669,118.2007,29942,9601,10630,27412
2018-06-07 14:33:57:052693,118.3017,20471,18416,27465,29889
2018-06-07 14:33:57:152178,118.4013,16258,2639,12369,14151
2018-06-07 14:33:57:251846,118.5009,29058,1319,27431,31829
2018-06-07 14:33:57:351950,118.6007,4672,19008,26101,22610
2018-06-07 14:33:57:452059,118.701,9744,26873,16497,20202
2018-06-07 14:33:57:552646,118.8016,32734,30286,17096,25620
2018-06-07 14:33:57:652247,118.9021,1296,26615,17475,3345
2018-06-07 14:33:57:752513,119.0013,14284,15641,5107,13480
2018-06-07 14:33:57:851898,119.1007,23164,27833,20390,7583
2018-06-07 14:33:57:951873,119.2009,10764,24543,2683,15507
2018-06-07 14:33:58:053525,119.3044,5892,27228,20606,31179
2018-06-07 14:33:58:152853,119.4019,1471,24507,4899,14393
2018-06-07 14:33:58:252248,119.5014,29642,19780,5215,16708
2018-06-07 14:33:58:354250,119.6038,29180,19683,16032,24102
2018-06-07 14:33:58:452510,119.7013,22869,30191,7039,26638
2018-06-07 14:33:58:552892,119.8019,4087,30121,12633,16835
2018-06-07 14:33:58:652769,119.9017,23953,11933,29809,21479
2018-06-07 14:33:58:752659,120.0016,23690,5055,3692,23465
2018-06-07 14:33:58:851901,120.1009,24673,20271,23446,1634
2018-06-07 14:33:58:952165,120.201,18659,20656,22334,23073
2018-06-07 14:33:59:052458,120.3012,13253,2601,32247,17877
2018-06-07 14:33:59:152618,120.4016,16521,14819,11613,31089
2018-06-07 14:33:59:252806,120.5018,14008,30785,15124,16848
2018-06-07 14:33:59:352699,120.6017,26924,24132,4054,25269
2018-06-07 14:33:59:453292,120.7022,2512,23271,29969,18524
2018-06-07 14:33:59:552063,120.8008,29957,3428,26976,8048
2018-06-07 14:33:59:652768,120.9018,26540,11346,13414,12052
2018-06-07 14:33:59:751749,121.0007,7749,21572,18226,6325
2018-06-07 14:33:59:853628,121.1029,9074,18773,8147,24007
2018-06-07 14:33:59:952307,121.2013,8231,19418,15316,13334
2018-06-07 14:34:00:052160,121.301,12903,27465,1954,19904
2018-06-07 14:34:00:152282,121.4011,24374,6206,14286,11865
2018-06-07 14:34:00:252607,121.5015,21893,29210,4120,29528
2018-06-07 14:34:00:351911,121.601,19564,20981,13878,11011
2018-06-07 14:34:00:452270,121.7013,9198,21036,2289,26626
2018-06-07 14:34:00:552535,121.8013,25867,9263,26777,5505
2018-06-07 14:34:00:652782,121.9016,3139,16937,32070,26562
2018-06-07 14:34:00:751811,122.0008,7110,4601,27809,25860
2018-06-07 14:34:00:852147,122.1011,25683,25890,31026,23773
2018-06-07 14:34:00:951714,122.2007,27641,20549,27476,28633
2018-06-07 14:34:01:051794,122.3008,19449,1044,22301,26546
2018-06-07 14:34:01:152081,122.4013,16338,989,8931,29095
2018-06-07 14:34:01:252725,122.5019,10693,9832,14313,17634
2018-06-07 14:34:01:351952,122.601,23480,4473,19676,17142
2018-06-07 14:34:01:451975,122.701,26623,4446,26755,29978
2018-06-07 14:34:01:552116,122.8011,9951,15134,10216,22894
2018-06-07 14:34:01:652376,122.9014,31651,11014,1899,6595
2018-06-07 14:34:01:752728,123.0017,5933,19144,22616,1419
2018-06-07 14:34:01:851987,123.1008,11011,9563,22412,14498
2018-06-07 14:34:01:952255,123.2011,2094,12752,25897,14605
2018-06-07 14:34:02:051519,123.3003,6303,14684,26732,26333
2018-06-07 14:34:02:152689,123.4015,1283,23663,27550,9447
2018-06-07 14:34:02:251600,123.5009,5426,620,3202,29435
2018-06-07 14:34:02:352859,123.6018,8307,18138,19910,8925
2018-06-07 14:34:02:451914,123.701,20879,14459,12182,6007
2018-06-07 14:34:02:552323,123.8013,24896,16229,31315,2090
2018-06-07 14:34:02:652229,123.9012,17137,4996,21362,29718
2018-06-07 14:34:02:752895,124.0019,11432,31686,6710,15438
2018-06-07 14:34:02:852195,124.101,28991,20992,18694,12066
2018-06-07 14:34:02:952804,124.2018,19234,22516,24599,12810
2018-06-07 14:34:03:052634,124.3018,27565,5165,27398,10702
2018-06-07 14:34:03:151848,124.401,9987,13679,26398,20852
2018-06-07 14:34:03:251940,124.5009,14433,20827,13655,18335
2018-06-07 14:34:03:351918,124.6012,30422,31796,10686,6231
2018-06-07 14:34:03:452880,124.7019,15897,30169,24315,9816
2018-06-07 14:34:03:552136,124.8011,30334,15772,10792,19006
2018-06-07 14:34:03:652426,124.9012,23626,14134,15007,14545
2018-06-07 14:34:03:752034,125.0008,4846,18778,18623,22942
2018-06-07 14:34:03:852576,125.1016,15131,8992,322,22608
2018-06-07 14:34:03:951839,125.2007,29887,6452,8598,32354
2018-06-07 14:34:04:052487,125.3013,28017,29200,22677,2844
2018-06-07 14:34:04:152548,125.4015,12285,5056,418,28021
2018-06-07 14:34:04:251809,125.5007,8858,7844,2059,27565
2018-06-07 14:34:04:351768,125.6008,17861,3512,7720,25931
2018-06-07 14:34:04:452013,125.701,340,15225,5208,18585
2018-06-07 14:34:04:552560,125.8015,2279,9746,745,20373
2018-06-07 14:34:04:652959,125.9019,13,14555,3163,2632
2018-06-07 14:34:04:753140,126.0021,32218,22612,3535,29717
2018-06-07 14:34:04:851872,126.1009,20377,8631,32151,9728
2018-06-07 14:34:04:952597,126.2017,23241,17696,31613,27529
2018-06-07 14:34:05:053247,126.302,4485,7657,22200,27461
2018-06-07 14:34:05:152492,126.4013,31409,4984,25391,28333
2018-06-07 14:34:05:251862,126.5007,18504,23476,3146,6039
2018-06-07 14:34:05:352457,126.6014,7744,18611,526,4638
2018-06-07 14:34:05:453040,126.702,23224,5665,20163,12025
2018-06-07 14:34:05:552670,126.8017,3403,22492,3466,28709
2018-06-07 14:34:05:652695,126.9017,14420,26369,22951,5355
2018-06-07 14:34:05:752654,127.0016,7900,31089,9698,6022
2018-06-07 14:34:05:852945,127.1019,16272,24043,23382,21549
2018-06-07 14:34:05:951675,127.2007,28361,11402,30354,6064
2018-06-07 14:34:06:052883,127.3019,22554,13447,16271,4384
2018-06-07 14:34:06:152622,127.4014,1237,8014,29998,5154
2018-06-07 14:34:06:252855,127.5018,19725,17881,23230,4282
